NumEvt: 650009, year=1660, I0 from catalogue = 8.5
Barycenter Io:9.16
Barycenter M:6.54
Barycenter H:9.7
H[km]	Mag	Io	PDF
6.4211	6.1695	9.4747	0.000363
6.7432	6.1695	9.4747	0.000189
7.0814	6.1695	9.4747	0.000039
6.1145	6.2712	9.4747	0.000152
6.4211	6.2712	9.4747	0.000375
6.7432	6.2712	9.4747	0.000669
7.0814	6.2712	9.4747	0.000897
7.4365	6.2712	9.4747	0.001337
7.8095	6.2712	9.4747	0.000216
6.1145	6.3729	9.4747	0.000042
6.4211	6.3729	9.4747	0.000046
7.0814	6.3729	9.4747	0.000266
7.4365	6.3729	9.4747	0.001128
7.8095	6.3729	9.4747	0.000925
8.2012	6.3729	9.4747	0.001251
8.6125	6.3729	9.4747	0.000152
9.0444	6.3729	9.4747	0.000072
6.1145	6.4746	9.4747	0.000202
6.4211	6.4746	9.4747	0.000161
6.7432	6.4746	9.4747	0.000168
7.0814	6.4746	9.4747	0.000224
7.4365	6.4746	9.4747	0.000082
7.8095	6.4746	9.4747	0.000334
8.2012	6.4746	9.4747	0.002606
8.6125	6.4746	9.4747	0.001353
9.0444	6.4746	9.4747	0.000421
9.4980	6.4746	9.4747	0.000058
6.1145	6.5763	9.4747	0.000139
6.4211	6.5763	9.4747	0.000148
6.7432	6.5763	9.4747	0.000266
7.0814	6.5763	9.4747	0.000464
7.4365	6.5763	9.4747	0.001246
7.8095	6.5763	9.4747	0.000409
8.2012	6.5763	9.4747	0.002165
8.6125	6.5763	9.4747	0.004136
9.0444	6.5763	9.4747	0.014009
9.4980	6.5763	9.4747	0.002685
6.1145	6.6780	9.4747	0.000129
6.4211	6.6780	9.4747	0.000018
6.7432	6.6780	9.4747	0.000050
7.0814	6.6780	9.4747	0.000058
7.4365	6.6780	9.4747	0.000440
7.8095	6.6780	9.4747	0.000417
8.2012	6.6780	9.4747	0.000956
8.6125	6.6780	9.4747	0.000209
9.0444	6.6780	9.4747	0.010942
9.4980	6.6780	9.4747	0.020843
9.9744	6.6780	9.4747	0.008853
6.1145	6.7797	9.4747	0.000031
6.4211	6.7797	9.4747	0.000023
6.7432	6.7797	9.4747	0.000019
7.0814	6.7797	9.4747	0.000009
8.2012	6.7797	9.4747	0.000108
8.6125	6.7797	9.4747	0.000068
9.0444	6.7797	9.4747	0.000190
9.4980	6.7797	9.4747	0.006616
9.9744	6.7797	9.4747	0.008535
10.4747	6.7797	9.4747	0.005443
11.0000	6.7797	9.4747	0.000665
6.1145	6.8814	9.4747	0.000227
6.4211	6.8814	9.4747	0.000035
9.9744	6.8814	9.4747	0.001156
10.4747	6.8814	9.4747	0.004153
11.0000	6.8814	9.4747	0.000865
6.1145	6.9831	9.4747	0.000050
6.4211	6.9831	9.4747	0.000070
6.7432	6.9831	9.4747	0.000097
7.0814	6.9831	9.4747	0.000045
7.4365	6.9831	9.4747	0.000038
6.7432	7.0847	9.4747	0.000007
7.0814	7.0847	9.4747	0.000009
7.4365	7.0847	9.4747	0.000023
