,EVID,Depi,I,StdI,StdLogR,Ndata
0,650009.0,172.28917821684672,5.111156055209432,0.4494973421613997,0.1284278120461142,33.0
1,650009.0,160.7267236995309,5.288905668471416,0.4833723931865657,0.1381063980533045,41.0
2,650009.0,118.63149694804886,5.818073512194995,0.4987531831065517,0.14250090945901478,17.0
3,650009.0,101.95316153037523,6.17133939124662,0.5961182719624601,0.17031950627498862,10.0
4,650009.0,36.045911235750275,7.124789418341394,0.7210083903752071,0.2060023972500592,5.0
5,650009.0,15.49680164896176,7.804644037890925,0.7526837565703786,0.215052501877251,15.0
6,650009.0,13.20079434966716,7.9228086094123285,0.5120651885947763,0.14630433959850753,15.0
7,650009.0,11.41320850375197,8.03207784242509,0.24609742746794921,0.07031355070512835,12.0
