NumEvt: 640001, year=1980, I0 from catalogue = 7.5
Barycenter Io:7.67
Barycenter M:5.15
Barycenter H:6.14
H[km]	Mag	PDF
4.8384	5.0508	0.004186
5.1670	5.0508	0.020625
5.5178	5.0508	0.008495
5.8924	5.0508	0.013983
6.2925	5.0508	0.017181
6.7197	5.0508	0.008841
7.1760	5.0508	0.015733
7.6632	5.0508	0.010449
8.1835	5.0508	0.013239
8.7392	5.0508	0.012116
9.3325	5.0508	0.010054
9.9662	5.0508	0.009058
10.6429	5.0508	0.007642
11.3655	5.0508	0.005217
12.1372	5.0508	0.004558
12.9612	5.0508	0.000291
2.0598	5.1525	0.000437
2.5085	5.1525	0.000594
2.6788	5.1525	0.001461
2.8607	5.1525	0.001495
3.0549	5.1525	0.003136
3.2623	5.1525	0.007355
3.4838	5.1525	0.002318
3.7204	5.1525	0.001368
3.9730	5.1525	0.024313
4.2427	5.1525	0.002964
4.5308	5.1525	0.023372
4.8384	5.1525	0.006677
5.1670	5.1525	0.024447
5.5178	5.1525	0.010736
5.8924	5.1525	0.017839
6.2925	5.1525	0.020005
6.7197	5.1525	0.012016
7.1760	5.1525	0.018992
7.6632	5.1525	0.013370
8.1835	5.1525	0.015686
8.7392	5.1525	0.015006
9.3325	5.1525	0.012596
9.9662	5.1525	0.011066
10.6429	5.1525	0.009783
11.3655	5.1525	0.006447
12.1372	5.1525	0.005630
12.9612	5.1525	0.000556
2.6788	5.2542	0.001124
2.8607	5.2542	0.001151
3.0549	5.2542	0.002418
3.2623	5.2542	0.002312
3.4838	5.2542	0.001274
3.7204	5.2542	0.001053
3.9730	5.2542	0.011077
4.2427	5.2542	0.002759
4.5308	5.2542	0.016657
4.8384	5.2542	0.004774
5.1670	5.2542	0.017412
5.5178	5.2542	0.008921
5.8924	5.2542	0.012686
6.2925	5.2542	0.014302
6.7197	5.2542	0.009704
7.1760	5.2542	0.013889
7.6632	5.2542	0.009525
8.1835	5.2542	0.011212
8.7392	5.2542	0.011119
9.3325	5.2542	0.009333
9.9662	5.2542	0.008269
10.6429	5.2542	0.007431
11.3655	5.2542	0.004588
12.1372	5.2542	0.004062
12.9612	5.2542	0.000475
2.6788	5.3559	0.001030
3.0549	5.3559	0.001423
3.2623	5.3559	0.001468
3.4838	5.3559	0.000668
3.7204	5.3559	0.001368
3.9730	5.3559	0.004826
4.2427	5.3559	0.001868
4.5308	5.3559	0.007362
4.8384	5.3559	0.003322
5.1670	5.3559	0.008944
5.5178	5.3559	0.005031
5.8924	5.3559	0.007416
6.2925	5.3559	0.007718
6.7197	5.3559	0.006169
7.1760	5.3559	0.006627
7.6632	5.3559	0.005530
8.1835	5.3559	0.005772
8.7392	5.3559	0.006141
9.3325	5.3559	0.005389
9.9662	5.3559	0.004377
10.6429	5.3559	0.004334
11.3655	5.3559	0.002638
12.1372	5.3559	0.002000
12.9612	5.3559	0.000285
3.0549	5.4576	0.000849
3.2623	5.4576	0.000653
3.4838	5.4576	0.000113
3.7204	5.4576	0.000816
3.9730	5.4576	0.001027
4.2427	5.4576	0.000775
4.5308	5.4576	0.002377
4.8384	5.4576	0.001810
5.1670	5.4576	0.003294
5.5178	5.4576	0.002011
5.8924	5.4576	0.003199
6.2925	5.4576	0.002928
6.7197	5.4576	0.002767
7.1760	5.4576	0.002308
7.6632	5.4576	0.002380
8.1835	5.4576	0.002103
8.7392	5.4576	0.002455
9.3325	5.4576	0.002254
9.9662	5.4576	0.001754
10.6429	5.4576	0.001781
11.3655	5.4576	0.001103
12.1372	5.4576	0.000735
12.9612	5.4576	0.000137
3.0549	5.5593	0.000158
3.7204	5.5593	0.000331
3.9730	5.5593	0.000343
4.2427	5.5593	0.000314
4.5308	5.5593	0.000328
4.8384	5.5593	0.000294
5.1670	5.5593	0.000661
5.5178	5.5593	0.000370
5.8924	5.5593	0.000966
6.2925	5.5593	0.000557
6.7197	5.5593	0.000768
7.1760	5.5593	0.000372
7.6632	5.5593	0.000717
8.1835	5.5593	0.000386
8.7392	5.5593	0.000573
9.3325	5.5593	0.000579
9.9662	5.5593	0.000392
10.6429	5.5593	0.000435
11.3655	5.5593	0.000296
12.1372	5.5593	0.000144
12.9612	5.5593	0.000051
