NumEvt: 640001, year=1980, I0 from catalogue = 7.5
Barycenter Io:7.96
Barycenter M:5.19
Barycenter H:6.08
H[km]	Mag	Io	PDF
4.2427	5.2542	7.9596	0.000066
5.1670	5.2542	7.9596	0.000448
5.5178	5.2542	7.9596	0.001949
5.8924	5.2542	7.9596	0.002234
6.2925	5.2542	7.9596	0.001416
6.7197	5.2542	7.9596	0.000514
7.1760	5.2542	7.9596	0.000064
7.6632	5.2542	7.9596	0.007217
8.1835	5.2542	7.9596	0.006807
4.2427	5.3559	7.9596	0.000120
5.8924	5.3559	7.9596	0.000279
6.2925	5.3559	7.9596	0.000844
6.7197	5.3559	7.9596	0.000541
7.1760	5.3559	7.9596	0.000260
7.6632	5.3559	7.9596	0.001764
8.1835	5.3559	7.9596	0.006279
8.7392	5.3559	7.9596	0.005229
9.3325	5.3559	7.9596	0.000999
6.2925	5.4576	7.9596	0.000017
6.7197	5.4576	7.9596	0.000080
7.1760	5.4576	7.9596	0.000191
7.6632	5.4576	7.9596	0.000145
8.7392	5.4576	7.9596	0.002252
9.3325	5.4576	7.9596	0.005366
9.9662	5.4576	7.9596	0.000231
9.3325	5.5593	7.9596	0.000631
9.9662	5.5593	7.9596	0.000232
3.4838	4.7458	8.0606	0.000185
3.7204	4.7458	8.0606	0.000096
2.6788	4.8475	8.0606	0.000085
2.8607	4.8475	8.0606	0.000177
3.0549	4.8475	8.0606	0.000162
3.2623	4.8475	8.0606	0.000496
3.4838	4.8475	8.0606	0.000655
3.7204	4.8475	8.0606	0.000590
3.9730	4.8475	8.0606	0.000742
4.2427	4.8475	8.0606	0.000204
2.3490	4.9492	8.0606	0.000147
2.5085	4.9492	8.0606	0.000079
2.6788	4.9492	8.0606	0.000059
3.0549	4.9492	8.0606	0.000524
3.2623	4.9492	8.0606	0.000234
3.4838	4.9492	8.0606	0.000179
3.7204	4.9492	8.0606	0.002441
3.9730	4.9492	8.0606	0.001928
4.2427	4.9492	8.0606	0.001861
4.5308	4.9492	8.0606	0.001224
4.8384	4.9492	8.0606	0.000205
6.2925	4.9492	8.0606	0.000104
2.5085	5.0508	8.0606	0.000113
2.6788	5.0508	8.0606	0.000763
2.8607	5.0508	8.0606	0.000348
3.0549	5.0508	8.0606	0.000315
3.2623	5.0508	8.0606	0.000165
3.4838	5.0508	8.0606	0.000503
3.7204	5.0508	8.0606	0.000125
3.9730	5.0508	8.0606	0.001356
4.2427	5.0508	8.0606	0.003868
4.5308	5.0508	8.0606	0.004025
4.8384	5.0508	8.0606	0.001672
5.1670	5.0508	8.0606	0.000863
6.2925	5.0508	8.0606	0.000637
6.7197	5.0508	8.0606	0.000908
2.6788	5.1525	8.0606	0.000188
2.8607	5.1525	8.0606	0.000346
3.0549	5.1525	8.0606	0.000692
3.2623	5.1525	8.0606	0.000419
3.4838	5.1525	8.0606	0.000584
4.2427	5.1525	8.0606	0.000448
4.5308	5.1525	8.0606	0.002235
4.8384	5.1525	8.0606	0.005406
5.1670	5.1525	8.0606	0.003060
5.5178	5.1525	8.0606	0.001580
5.8924	5.1525	8.0606	0.000850
6.2925	5.1525	8.0606	0.000463
6.7197	5.1525	8.0606	0.002195
7.1760	5.1525	8.0606	0.003241
3.0549	5.2542	8.0606	0.000314
3.2623	5.2542	8.0606	0.000370
3.4838	5.2542	8.0606	0.000894
3.7204	5.2542	8.0606	0.000318
3.9730	5.2542	8.0606	0.000122
4.8384	5.2542	8.0606	0.000987
5.1670	5.2542	8.0606	0.001860
5.5178	5.2542	8.0606	0.002387
5.8924	5.2542	8.0606	0.001418
6.2925	5.2542	8.0606	0.000811
7.1760	5.2542	8.0606	0.003250
7.6632	5.2542	8.0606	0.005896
8.1835	5.2542	8.0606	0.003116
3.4838	5.3559	8.0606	0.000222
3.9730	5.3559	8.0606	0.000459
4.2427	5.3559	8.0606	0.000050
5.1670	5.3559	8.0606	0.000171
5.5178	5.3559	8.0606	0.000900
5.8924	5.3559	8.0606	0.001250
6.2925	5.3559	8.0606	0.000818
6.7197	5.3559	8.0606	0.000256
7.1760	5.3559	8.0606	0.000022
7.6632	5.3559	8.0606	0.007353
8.1835	5.3559	8.0606	0.003453
4.2427	5.4576	8.0606	0.000042
5.8924	5.4576	8.0606	0.000018
6.2925	5.4576	8.0606	0.000179
6.7197	5.4576	8.0606	0.000199
7.1760	5.4576	8.0606	0.000077
8.1835	5.4576	8.0606	0.003622
8.7392	5.4576	8.0606	0.003053
9.3325	5.4576	8.0606	0.000658
8.7392	5.5593	8.0606	0.000395
9.3325	5.5593	8.0606	0.000660
3.2623	4.7458	8.1616	0.000205
2.5085	4.8475	8.1616	0.000247
2.6788	4.8475	8.1616	0.000127
2.8607	4.8475	8.1616	0.000082
3.0549	4.8475	8.1616	0.000369
3.2623	4.8475	8.1616	0.001314
3.4838	4.8475	8.1616	0.000875
3.7204	4.8475	8.1616	0.000671
2.0598	4.9492	8.1616	0.000068
2.1996	4.9492	8.1616	0.000160
2.3490	4.9492	8.1616	0.000065
2.5085	4.9492	8.1616	0.000063
2.6788	4.9492	8.1616	0.000180
2.8607	4.9492	8.1616	0.000624
3.0549	4.9492	8.1616	0.000385
3.2623	4.9492	8.1616	0.000494
3.4838	4.9492	8.1616	0.002124
3.7204	4.9492	8.1616	0.003045
3.9730	4.9492	8.1616	0.001712
4.2427	4.9492	8.1616	0.000916
5.8924	4.9492	8.1616	0.000076
2.1996	5.0508	8.1616	0.000136
2.3490	5.0508	8.1616	0.000296
2.5085	5.0508	8.1616	0.000581
2.6788	5.0508	8.1616	0.000517
2.8607	5.0508	8.1616	0.000202
3.0549	5.0508	8.1616	0.000744
3.2623	5.0508	8.1616	0.000423
3.4838	5.0508	8.1616	0.000641
3.7204	5.0508	8.1616	0.002477
3.9730	5.0508	8.1616	0.003949
4.2427	5.0508	8.1616	0.003534
4.5308	5.0508	8.1616	0.002141
4.8384	5.0508	8.1616	0.000785
5.8924	5.0508	8.1616	0.000467
6.2925	5.0508	8.1616	0.000696
2.5085	5.1525	8.1616	0.000250
2.6788	5.1525	8.1616	0.000962
2.8607	5.1525	8.1616	0.000767
3.0549	5.1525	8.1616	0.000569
3.2623	5.1525	8.1616	0.000507
3.4838	5.1525	8.1616	0.000793
3.9730	5.1525	8.1616	0.001600
4.2427	5.1525	8.1616	0.003598
4.5308	5.1525	8.1616	0.005200
4.8384	5.1525	8.1616	0.003677
5.1670	5.1525	8.1616	0.001443
5.5178	5.1525	8.1616	0.000889
5.8924	5.1525	8.1616	0.000163
6.2925	5.1525	8.1616	0.001683
6.7197	5.1525	8.1616	0.002597
2.6788	5.2542	8.1616	0.000280
2.8607	5.2542	8.1616	0.000480
3.0549	5.2542	8.1616	0.000754
3.2623	5.2542	8.1616	0.000582
3.4838	5.2542	8.1616	0.000698
4.5308	5.2542	8.1616	0.000738
4.8384	5.2542	8.1616	0.002862
5.1670	5.2542	8.1616	0.003280
5.5178	5.2542	8.1616	0.001207
5.8924	5.2542	8.1616	0.000777
6.2925	5.2542	8.1616	0.000250
6.7197	5.2542	8.1616	0.002604
7.1760	5.2542	8.1616	0.004938
7.6632	5.2542	8.1616	0.001304
3.0549	5.3559	8.1616	0.000153
3.2623	5.3559	8.1616	0.000229
3.4838	5.3559	8.1616	0.000626
3.7204	5.3559	8.1616	0.000413
3.9730	5.3559	8.1616	0.000093
4.8384	5.3559	8.1616	0.000392
5.1670	5.3559	8.1616	0.000882
5.5178	5.3559	8.1616	0.001217
5.8924	5.3559	8.1616	0.000643
6.2925	5.3559	8.1616	0.000331
6.7197	5.3559	8.1616	0.000027
7.1760	5.3559	8.1616	0.002447
7.6632	5.3559	8.1616	0.004549
8.1835	5.3559	8.1616	0.001967
3.9730	5.4576	8.1616	0.000219
4.2427	5.4576	8.1616	0.000079
5.5178	5.4576	8.1616	0.000092
5.8924	5.4576	8.1616	0.000359
6.2925	5.4576	8.1616	0.000316
6.7197	5.4576	8.1616	0.000055
7.6632	5.4576	8.1616	0.003603
8.1835	5.4576	8.1616	0.002376
8.7392	5.4576	8.1616	0.000264
8.1835	5.5593	8.1616	0.000631
8.7392	5.5593	8.1616	0.000265
3.0549	4.7458	8.2626	0.000218
2.3490	4.8475	8.2626	0.000124
2.5085	4.8475	8.2626	0.000280
2.6788	4.8475	8.2626	0.000085
2.8607	4.8475	8.2626	0.000840
3.0549	4.8475	8.2626	0.001037
3.2623	4.8475	8.2626	0.000661
3.4838	4.8475	8.2626	0.000351
1.9288	4.9492	8.2626	0.000176
2.0598	4.9492	8.2626	0.000101
2.1996	4.9492	8.2626	0.000066
2.5085	4.9492	8.2626	0.000736
2.6788	4.9492	8.2626	0.000567
3.0549	4.9492	8.2626	0.000896
3.2623	4.9492	8.2626	0.003161
3.4838	4.9492	8.2626	0.002534
3.7204	4.9492	8.2626	0.001357
3.9730	4.9492	8.2626	0.000658
5.5178	4.9492	8.2626	0.000054
2.0598	5.0508	8.2626	0.000342
2.1996	5.0508	8.2626	0.000526
2.3490	5.0508	8.2626	0.000648
2.5085	5.0508	8.2626	0.000420
2.6788	5.0508	8.2626	0.000401
2.8607	5.0508	8.2626	0.000734
3.0549	5.0508	8.2626	0.000989
3.2623	5.0508	8.2626	0.000892
3.4838	5.0508	8.2626	0.002863
3.7204	5.0508	8.2626	0.004620
3.9730	5.0508	8.2626	0.003132
4.2427	5.0508	8.2626	0.002751
4.5308	5.0508	8.2626	0.000403
5.5178	5.0508	8.2626	0.000328
5.8924	5.0508	8.2626	0.000510
2.3490	5.1525	8.2626	0.000610
2.5085	5.1525	8.2626	0.000936
2.6788	5.1525	8.2626	0.001285
2.8607	5.1525	8.2626	0.000343
3.0549	5.1525	8.2626	0.001061
3.2623	5.1525	8.2626	0.000515
3.4838	5.1525	8.2626	0.000512
3.7204	5.1525	8.2626	0.002162
3.9730	5.1525	8.2626	0.004092
4.2427	5.1525	8.2626	0.004954
4.5308	5.1525	8.2626	0.003905
4.8384	5.1525	8.2626	0.001290
5.1670	5.1525	8.2626	0.000915
5.8924	5.1525	8.2626	0.001234
6.2925	5.1525	8.2626	0.001990
2.6788	5.2542	8.2626	0.001254
2.8607	5.2542	8.2626	0.000621
3.0549	5.2542	8.2626	0.001024
3.2623	5.2542	8.2626	0.000297
3.4838	5.2542	8.2626	0.000400
3.9730	5.2542	8.2626	0.000163
4.2427	5.2542	8.2626	0.001831
4.5308	5.2542	8.2626	0.003404
4.8384	5.2542	8.2626	0.003984
5.1670	5.2542	8.2626	0.001107
5.5178	5.2542	8.2626	0.000674
5.8924	5.2542	8.2626	0.000118
6.2925	5.2542	8.2626	0.001996
6.7197	5.2542	8.2626	0.003956
7.1760	5.2542	8.2626	0.001092
2.8607	5.3559	8.2626	0.000235
3.0549	5.3559	8.2626	0.000888
3.2623	5.3559	8.2626	0.000461
3.4838	5.3559	8.2626	0.000861
4.5308	5.3559	8.2626	0.000258
4.8384	5.3559	8.2626	0.001475
5.1670	5.3559	8.2626	0.001517
5.5178	5.3559	8.2626	0.000715
5.8924	5.3559	8.2626	0.000150
6.2925	5.3559	8.2626	0.000093
6.7197	5.3559	8.2626	0.001960
7.1760	5.3559	8.2626	0.003810
7.6632	5.3559	8.2626	0.000766
3.2623	5.4576	8.2626	0.000064
3.4838	5.4576	8.2626	0.000301
3.7204	5.4576	8.2626	0.000246
3.9730	5.4576	8.2626	0.000172
5.1670	5.4576	8.2626	0.000155
5.5178	5.4576	8.2626	0.000410
5.8924	5.4576	8.2626	0.000187
7.1760	5.4576	8.2626	0.000803
