EVID;Iobs;QIobs;Lon;Lat;LocID;Depi;I0;Year
640001.0;0.0;A;-1.2333333333299998;45.8666666667;174850001.0;317.46310615797415;7.5;1980.0
640001.0;0.0;A;-1.35;46.0166666667;174860001.0;335.814123545324;7.5;1980.0
640001.0;3.0;A;1.53333333333;45.15;190310001.0;273.9534235367904;7.5;1980.0
640001.0;4.0;A;1.3166666666700002;45.0166666667;240120001.0;252.23949627412105;7.5;1980.0
640001.0;-1.0;A;0.75;45.1333333333;240130001.0;243.73136089932132;7.5;1980.0
640001.0;3.0;A;1.13333333333;45.15;240190001.0;257.89698647805324;7.5;1980.0
640001.0;3.0;A;0.766666666667;44.7666666667;240280001.0;206.8428954361452;7.5;1980.0
640001.0;0.0;A;1.0;44.7833333333;240350001.0;217.11191217306458;7.5;1980.0
640001.0;3.0;A;0.483333333333;44.85;240370001.0;206.9457035709461;7.5;1980.0
640001.0;0.0;A;0.65;45.3666666667;240640001.0;265.59766993976245;7.5;1980.0
640001.0;0.0;A;0.933333333333;44.9166666667;240670001.0;227.62675271957582;7.5;1980.0
640001.0;3.5;A;0.916666666667;44.85;240680001.0;220.43643330547278;7.5;1980.0
640001.0;0.0;A;0.6;45.65;240710001.0;294.74384872136426;7.5;1980.0
640001.0;0.0;A;0.7;45.4;240960001.0;270.3241937407509;7.5;1980.0
640001.0;-1.0;A;0.733333333333;45.2166666667;240980001.0;251.93217066516016;7.5;1980.0
640001.0;3.5;B;0.666666666667;45.2;241020001.0;248.4260531629816;7.5;1980.0
640001.0;3.0;A;0.683333333333;45.1833333333;241380001.0;247.11264041243845;7.5;1980.0
640001.0;4.0;B;0.633333333333;45.1333333333;241390001.0;240.5673999233732;7.5;1980.0
640001.0;4.0;A;0.5666666666669999;44.85;241450001.0;209.15913076916425;7.5;1980.0
640001.0;0.0;A;1.2166666666700001;44.8;241520001.0;227.73411175786842;7.5;1980.0
640001.0;3.0;A;0.4;44.6666666667;241670001.0;185.53278148818322;7.5;1980.0
640001.0;0.0;A;1.15;45.2666666667;242100001.0;270.03761606459534;7.5;1980.0
640001.0;0.0;A;0.6;44.7333333333;242120001.0;198.06646764897025;7.5;1980.0
640001.0;0.0;A;0.366666666667;44.8666666667;242220001.0;205.95386064859136;7.5;1980.0
640001.0;4.0;B;0.0166666666667;44.85;242260001.0;198.2958953261599;7.5;1980.0
640001.0;0.0;A;1.13333333333;45.3833333333;242270001.0;281.13619197020245;7.5;1980.0
640001.0;0.0;A;0.45;45.45;242530001.0;270.30955558348154;7.5;1980.0
640001.0;5.0;A;1.16666666667;45.0666666667;242910001.0;250.9926794909386;7.5;1980.0
640001.0;0.0;A;0.166666666667;45.0166666667;242940001.0;218.52260691654178;7.5;1980.0
640001.0;0.0;A;0.666666666667;45.5333333333;243110001.0;283.6847683341432;7.5;1980.0
640001.0;3.0;A;0.7166666666670001;45.1833333333;243220001.0;248.00329780539315;7.5;1980.0
640001.0;0.0;A;0.533333333333;45.15;243720001.0;239.88320124281825;7.5;1980.0
640001.0;0.0;A;0.133333333333;45.2;243760001.0;238.13787822605354;7.5;1980.0
640001.0;4.0;A;1.0333333333299999;44.8666666667;243960001.0;226.46136465086911;7.5;1980.0
640001.0;0.0;A;0.75;45.5;244790001.0;282.1038242956513;7.5;1980.0
640001.0;0.0;A;0.85;45.1166666667;244840001.0;244.98852207349026;7.5;1980.0
640001.0;4.0;A;1.3166666666700002;44.9666666667;245160001.0;247.55475483940904;7.5;1980.0
640001.0;3.5;A;1.2166666666700001;44.8833333333;245200001.0;235.49800316175637;7.5;1980.0
640001.0;0.0;A;0.916666666667;45.2666666667;245270001.0;262.3807802782641;7.5;1980.0
640001.0;0.0;A;0.416666666667;44.75;245340001.0;194.73306083512387;7.5;1980.0
640001.0;0.0;A;1.3;45.1333333333;245470001.0;262.6359795401292;7.5;1980.0
640001.0;0.0;A;1.0666666666700002;45.1333333333;245500001.0;253.8566128615259;7.5;1980.0
640001.0;-1.0;A;0.766666666667;45.1833333333;245570001.0;249.38679662490966;7.5;1980.0
640001.0;0.0;A;0.1;44.8666666667;245680001.0;201.17596106647653;7.5;1980.0
640001.0;0.0;A;0.533333333333;45.0166666667;245810001.0;225.76353888222576;7.5;1980.0
640001.0;0.0;A;0.05;44.95;245840001.0;209.67454070538759;7.5;1980.0
640001.0;0.0;A;1.08333333333;44.6333333333;245850001.0;206.46668507056592;7.5;1980.0
640001.0;5.0;A;0.6;42.8;310420001.0;82.42297728955074;7.5;1980.0
640001.0;4.0;A;1.5;43.6166666667;310440001.0;160.0107577548006;7.5;1980.0
640001.0;3.0;A;1.7;43.5;311050001.0;171.37840079835118;7.5;1980.0
640001.0;-1.0;A;1.35;43.5333333333;311570001.0;145.4319520164034;7.5;1980.0
640001.0;3.5;A;0.833333333333;43.3833333333;312390001.0;100.45912479292764;7.5;1980.0
640001.0;5.0;B;1.16666666667;43.6333333333;313390001.0;136.0850093819227;7.5;1980.0
640001.0;5.5;B;0.5666666666669999;43.0833333333;313900001.0;73.28726516447605;7.5;1980.0
640001.0;3.0;A;1.3;43.5666666667;314240001.0;142.94521310547404;7.5;1980.0
640001.0;4.0;A;0.7166666666670001;43.1166666667;314830001.0;85.55865321978717;7.5;1980.0
640001.0;0.0;C;0.9666666666670001;43.1;315230001.0;105.86067456332762;7.5;1980.0
640001.0;3.0;A;1.45;43.6;315550001.0;155.5783224362909;7.5;1980.0
640001.0;4.0;A;1.71666666667;43.4;315820001.0;170.17369869581316;7.5;1980.0
640001.0;4.0;B;0.08333333333330001;43.7;320010001.0;76.37731303186935;7.5;1980.0
640001.0;5.0;A;0.583333333333;43.65;320130001.0;97.38473524038196;7.5;1980.0
