NumEvt: 650009, year=1660, I0 from catalogue = 8.5
Barycenter Io:8.31
Barycenter M:6.65
Barycenter H:18.28
H[km]	Mag	PDF
16.8564	6.6780	0.012025
18.0009	6.6780	0.013523
19.2231	6.6780	0.013975
20.5282	6.6780	0.014196
21.9221	6.6780	0.011489
23.4105	6.6780	0.011229
25.0000	6.6780	0.005824
5.8924	6.7797	0.000062
6.7197	6.7797	0.000251
7.1760	6.7797	0.000343
8.1835	6.7797	0.000447
8.7392	6.7797	0.000558
9.3325	6.7797	0.000203
9.9662	6.7797	0.001479
10.6429	6.7797	0.001610
11.3655	6.7797	0.002353
12.1372	6.7797	0.002928
12.9612	6.7797	0.004607
13.8413	6.7797	0.004665
14.7810	6.7797	0.006596
15.7846	6.7797	0.007930
16.8564	6.7797	0.011117
18.0009	6.7797	0.010440
19.2231	6.7797	0.012118
20.5282	6.7797	0.011507
21.9221	6.7797	0.010151
23.4105	6.7797	0.007181
25.0000	6.7797	0.003846
6.7197	6.8814	0.000046
7.1760	6.8814	0.000063
8.1835	6.8814	0.000082
8.7392	6.8814	0.000103
9.3325	6.8814	0.000040
9.9662	6.8814	0.000655
10.6429	6.8814	0.000729
11.3655	6.8814	0.001173
12.1372	6.8814	0.001751
12.9612	6.8814	0.002873
13.8413	6.8814	0.003099
14.7810	6.8814	0.004998
15.7846	6.8814	0.006389
16.8564	6.8814	0.010293
18.0009	6.8814	0.010089
19.2231	6.8814	0.013816
20.5282	6.8814	0.013485
21.9221	6.8814	0.014849
23.4105	6.8814	0.011233
25.0000	6.8814	0.006662
9.9662	6.9831	0.000333
10.6429	6.9831	0.000471
11.3655	6.9831	0.000671
12.1372	6.9831	0.001331
12.9612	6.9831	0.001636
13.8413	6.9831	0.002037
14.7810	6.9831	0.003639
15.7846	6.9831	0.005315
16.8564	6.9831	0.007054
18.0009	6.9831	0.007992
19.2231	6.9831	0.010389
20.5282	6.9831	0.011007
21.9221	6.9831	0.012391
23.4105	6.9831	0.010006
25.0000	6.9831	0.005922
9.9662	7.0847	0.000192
10.6429	7.0847	0.000275
11.3655	7.0847	0.000381
12.1372	7.0847	0.001014
12.9612	7.0847	0.001066
13.8413	7.0847	0.001351
14.7810	7.0847	0.002576
15.7846	7.0847	0.003628
16.8564	7.0847	0.004237
18.0009	7.0847	0.004933
19.2231	7.0847	0.005777
20.5282	7.0847	0.006773
21.9221	7.0847	0.006735
23.4105	7.0847	0.005438
25.0000	7.0847	0.003292
9.9662	7.1864	0.000083
10.6429	7.1864	0.000119
11.3655	7.1864	0.000165
12.1372	7.1864	0.000526
12.9612	7.1864	0.000520
13.8413	7.1864	0.000661
14.7810	7.1864	0.001302
15.7846	7.1864	0.001632
16.8564	7.1864	0.002054
18.0009	7.1864	0.002107
19.2231	7.1864	0.002535
20.5282	7.1864	0.003024
21.9221	7.1864	0.002685
23.4105	7.1864	0.002109
25.0000	7.1864	0.001324
9.9662	7.2881	0.000008
10.6429	7.2881	0.000012
11.3655	7.2881	0.000016
12.1372	7.2881	0.000104
12.9612	7.2881	0.000092
13.8413	7.2881	0.000118
14.7810	7.2881	0.000277
15.7846	7.2881	0.000257
16.8564	7.2881	0.000445
18.0009	7.2881	0.000346
19.2231	7.2881	0.000555
20.5282	7.2881	0.000613
21.9221	7.2881	0.000548
23.4105	7.2881	0.000439
25.0000	7.2881	0.000303
