NumEvt: 650009, year=1660, I0 from catalogue = 8.5
Barycenter Io:8.35
Barycenter M:6.84
Barycenter H:21.12
H[km]	Mag	Io	PDF
15.7846	6.8814	8.5657	0.000617
16.8564	6.8814	8.5657	0.001127
18.0009	6.8814	8.5657	0.000629
19.2231	6.8814	8.5657	0.000583
20.5282	6.8814	8.5657	0.001028
12.9612	6.9831	8.5657	0.000131
13.8413	6.9831	8.5657	0.000328
14.7810	6.9831	8.5657	0.000163
15.7846	6.9831	8.5657	0.000082
16.8564	6.9831	8.5657	0.000307
18.0009	6.9831	8.5657	0.000516
19.2231	6.9831	8.5657	0.000676
20.5282	6.9831	8.5657	0.008922
21.9221	6.9831	8.5657	0.004362
23.4105	6.9831	8.5657	0.000017
13.8413	7.0847	8.5657	0.000072
14.7810	7.0847	8.5657	0.000487
15.7846	7.0847	8.5657	0.000404
16.8564	7.0847	8.5657	0.000167
18.0009	7.0847	8.5657	0.000110
19.2231	7.0847	8.5657	0.000210
20.5282	7.0847	8.5657	0.003344
21.9221	7.0847	8.5657	0.021957
23.4105	7.0847	8.5657	0.008622
15.7846	7.1864	8.5657	0.000251
16.8564	7.1864	8.5657	0.000382
18.0009	7.1864	8.5657	0.000142
19.2231	7.1864	8.5657	0.000100
20.5282	7.1864	8.5657	0.000024
21.9221	7.1864	8.5657	0.005659
23.4105	7.1864	8.5657	0.014007
25.0000	7.1864	8.5657	0.006082
16.8564	7.2881	8.5657	0.000046
18.0009	7.2881	8.5657	0.000071
19.2231	7.2881	8.5657	0.000232
20.5282	7.2881	8.5657	0.000215
21.9221	7.2881	8.5657	0.000117
23.4105	7.2881	8.5657	0.000657
25.0000	7.2881	8.5657	0.002412
20.5282	7.3898	8.5657	0.000009
21.9221	7.3898	8.5657	0.000101
23.4105	7.3898	8.5657	0.000052
9.9662	6.0678	8.6667	0.000024
9.9662	6.1695	8.6667	0.000004
10.6429	6.1695	8.6667	0.000129
11.3655	6.1695	8.6667	0.000123
12.1372	6.1695	8.6667	0.000011
10.6429	6.2712	8.6667	0.000021
11.3655	6.2712	8.6667	0.000281
12.1372	6.2712	8.6667	0.000562
12.9612	6.2712	8.6667	0.000194
13.8413	6.2712	8.6667	0.000026
8.1835	6.3729	8.6667	0.000010
9.9662	6.3729	8.6667	0.000002
12.1372	6.3729	8.6667	0.000151
12.9612	6.3729	8.6667	0.000687
13.8413	6.3729	8.6667	0.000861
14.7810	6.3729	8.6667	0.000509
15.7846	6.3729	8.6667	0.000170
8.1835	6.4746	8.6667	0.000015
8.7392	6.4746	8.6667	0.000109
9.3325	6.4746	8.6667	0.000006
9.9662	6.4746	8.6667	0.000008
10.6429	6.4746	8.6667	0.000050
12.9612	6.4746	8.6667	0.000020
13.8413	6.4746	8.6667	0.000372
14.7810	6.4746	8.6667	0.000850
15.7846	6.4746	8.6667	0.001198
16.8564	6.4746	8.6667	0.000462
18.0009	6.4746	8.6667	0.000083
8.7392	6.5763	8.6667	0.000058
9.9662	6.5763	8.6667	0.000282
10.6429	6.5763	8.6667	0.000084
11.3655	6.5763	8.6667	0.000248
12.1372	6.5763	8.6667	0.000079
13.8413	6.5763	8.6667	0.000004
14.7810	6.5763	8.6667	0.000056
15.7846	6.5763	8.6667	0.000840
16.8564	6.5763	8.6667	0.000877
18.0009	6.5763	8.6667	0.000519
19.2231	6.5763	8.6667	0.000182
20.5282	6.5763	8.6667	0.000040
9.9662	6.6780	8.6667	0.000109
10.6429	6.6780	8.6667	0.000484
11.3655	6.6780	8.6667	0.000425
12.1372	6.6780	8.6667	0.000590
12.9612	6.6780	8.6667	0.000562
13.8413	6.6780	8.6667	0.000013
14.7810	6.6780	8.6667	0.000054
15.7846	6.6780	8.6667	0.000042
16.8564	6.6780	8.6667	0.000196
18.0009	6.6780	8.6667	0.000571
19.2231	6.6780	8.6667	0.000285
20.5282	6.6780	8.6667	0.000325
21.9221	6.6780	8.6667	0.000035
9.9662	6.7797	8.6667	0.000006
10.6429	6.7797	8.6667	0.000013
11.3655	6.7797	8.6667	0.000157
12.1372	6.7797	8.6667	0.000327
12.9612	6.7797	8.6667	0.000620
13.8413	6.7797	8.6667	0.000699
14.7810	6.7797	8.6667	0.000396
15.7846	6.7797	8.6667	0.000276
16.8564	6.7797	8.6667	0.000134
18.0009	6.7797	8.6667	0.000045
19.2231	6.7797	8.6667	0.000033
20.5282	6.7797	8.6667	0.000156
21.9221	6.7797	8.6667	0.000354
23.4105	6.7797	8.6667	0.000028
10.6429	6.8814	8.6667	0.000023
11.3655	6.8814	8.6667	0.000068
12.1372	6.8814	8.6667	0.000064
12.9612	6.8814	8.6667	0.000117
13.8413	6.8814	8.6667	0.000296
14.7810	6.8814	8.6667	0.000507
15.7846	6.8814	8.6667	0.000565
16.8564	6.8814	8.6667	0.000495
18.0009	6.8814	8.6667	0.000301
19.2231	6.8814	8.6667	0.000091
11.3655	6.9831	8.6667	0.000031
12.1372	6.9831	8.6667	0.000166
12.9612	6.9831	8.6667	0.000201
13.8413	6.9831	8.6667	0.000058
14.7810	6.9831	8.6667	0.000142
15.7846	6.9831	8.6667	0.000181
16.8564	6.9831	8.6667	0.000422
18.0009	6.9831	8.6667	0.000458
19.2231	6.9831	8.6667	0.000299
20.5282	6.9831	8.6667	0.001859
21.9221	6.9831	8.6667	0.000014
12.9612	7.0847	8.6667	0.000142
13.8413	7.0847	8.6667	0.000302
14.7810	7.0847	8.6667	0.000339
15.7846	7.0847	8.6667	0.000068
18.0009	7.0847	8.6667	0.000106
19.2231	7.0847	8.6667	0.000199
20.5282	7.0847	8.6667	0.008301
21.9221	7.0847	8.6667	0.006338
14.7810	7.1864	8.6667	0.000267
15.7846	7.1864	8.6667	0.000294
16.8564	7.1864	8.6667	0.000105
18.0009	7.1864	8.6667	0.000077
19.2231	7.1864	8.6667	0.000023
20.5282	7.1864	8.6667	0.001647
21.9221	7.1864	8.6667	0.010172
23.4105	7.1864	8.6667	0.004201
25.0000	7.1864	8.6667	0.000235
15.7846	7.2881	8.6667	0.000052
16.8564	7.2881	8.6667	0.000076
18.0009	7.2881	8.6667	0.000083
19.2231	7.2881	8.6667	0.000079
20.5282	7.2881	8.6667	0.000018
21.9221	7.2881	8.6667	0.000604
23.4105	7.2881	8.6667	0.001844
19.2231	7.3898	8.6667	0.000015
20.5282	7.3898	8.6667	0.000039
21.9221	7.3898	8.6667	0.000009
8.7392	6.0678	8.7677	0.000012
9.3325	6.1695	8.7677	0.000003
9.9662	6.1695	8.7677	0.000089
10.6429	6.1695	8.7677	0.000093
9.9662	6.2712	8.7677	0.000015
10.6429	6.2712	8.7677	0.000184
11.3655	6.2712	8.7677	0.000341
12.1372	6.2712	8.7677	0.000067
7.1760	6.3729	8.7677	0.000008
9.3325	6.3729	8.7677	0.000002
11.3655	6.3729	8.7677	0.000111
12.1372	6.3729	8.7677	0.000491
12.9612	6.3729	8.7677	0.000484
13.8413	6.3729	8.7677	0.000212
14.7810	6.3729	8.7677	0.000060
8.1835	6.4746	8.7677	0.000087
8.7392	6.4746	8.7677	0.000004
9.3325	6.4746	8.7677	0.000010
9.9662	6.4746	8.7677	0.000036
12.9612	6.4746	8.7677	0.000264
13.8413	6.4746	8.7677	0.000593
14.7810	6.4746	8.7677	0.000483
15.7846	6.4746	8.7677	0.000365
16.8564	6.4746	8.7677	0.000060
8.1835	6.5763	8.7677	0.000047
8.7392	6.5763	8.7677	0.000236
9.3325	6.5763	8.7677	0.000016
9.9662	6.5763	8.7677	0.000052
10.6429	6.5763	8.7677	0.000134
11.3655	6.5763	8.7677	0.000058
13.8413	6.5763	8.7677	0.000121
14.7810	6.5763	8.7677	0.000461
15.7846	6.5763	8.7677	0.000705
16.8564	6.5763	8.7677	0.000249
18.0009	6.5763	8.7677	0.000103
19.2231	6.5763	8.7677	0.000010
8.7392	6.6780	8.7677	0.000091
9.9662	6.6780	8.7677	0.000313
10.6429	6.6780	8.7677	0.000241
11.3655	6.6780	8.7677	0.000337
12.1372	6.6780	8.7677	0.000265
12.9612	6.6780	8.7677	0.000055
13.8413	6.6780	8.7677	0.000018
14.7810	6.6780	8.7677	0.000022
15.7846	6.6780	8.7677	0.000199
16.8564	6.6780	8.7677	0.000281
18.0009	6.6780	8.7677	0.000186
19.2231	6.6780	8.7677	0.000038
20.5282	6.6780	8.7677	0.000008
9.9662	6.7797	8.7677	0.000005
10.6429	6.7797	8.7677	0.000144
11.3655	6.7797	8.7677	0.000239
12.1372	6.7797	8.7677	0.000318
12.9612	6.7797	8.7677	0.000571
13.8413	6.7797	8.7677	0.000121
14.7810	6.7797	8.7677	0.000140
15.7846	6.7797	8.7677	0.000080
16.8564	6.7797	8.7677	0.000011
18.0009	6.7797	8.7677	0.000033
20.5282	6.7797	8.7677	0.000119
21.9221	6.7797	8.7677	0.000009
9.9662	6.8814	8.7677	0.000016
10.6429	6.8814	8.7677	0.000036
11.3655	6.8814	8.7677	0.000028
12.1372	6.8814	8.7677	0.000121
12.9612	6.8814	8.7677	0.000296
13.8413	6.8814	8.7677	0.000309
14.7810	6.8814	8.7677	0.000405
15.7846	6.8814	8.7677	0.000258
16.8564	6.8814	8.7677	0.000171
18.0009	6.8814	8.7677	0.000020
10.6429	6.9831	8.7677	0.000022
11.3655	6.9831	8.7677	0.000104
12.1372	6.9831	8.7677	0.000127
12.9612	6.9831	8.7677	0.000037
13.8413	6.9831	8.7677	0.000126
14.7810	6.9831	8.7677	0.000103
15.7846	6.9831	8.7677	0.000224
16.8564	6.9831	8.7677	0.000314
18.0009	6.9831	8.7677	0.000162
19.2231	6.9831	8.7677	0.000103
12.1372	7.0847	8.7677	0.000168
12.9612	7.0847	8.7677	0.000172
13.8413	7.0847	8.7677	0.000071
14.7810	7.0847	8.7677	0.000029
16.8564	7.0847	8.7677	0.000094
18.0009	7.0847	8.7677	0.000135
19.2231	7.0847	8.7677	0.000045
20.5282	7.0847	8.7677	0.002860
12.9612	7.1864	8.7677	0.000031
13.8413	7.1864	8.7677	0.000162
14.7810	7.1864	8.7677	0.000176
15.7846	7.1864	8.7677	0.000048
18.0009	7.1864	8.7677	0.000008
19.2231	7.1864	8.7677	0.000010
20.5282	7.1864	8.7677	0.003688
21.9221	7.1864	8.7677	0.003231
14.7810	7.2881	8.7677	0.000043
15.7846	7.2881	8.7677	0.000060
16.8564	7.2881	8.7677	0.000049
18.0009	7.2881	8.7677	0.000040
20.5282	7.2881	8.7677	0.000106
21.9221	7.2881	8.7677	0.001181
18.0009	7.3898	8.7677	0.000006
19.2231	7.3898	8.7677	0.000006
20.5282	7.3898	8.7677	0.000002
8.1835	6.0678	8.8687	0.000004
8.7392	6.0678	8.8687	0.000007
8.7392	6.1695	8.8687	0.000022
9.3325	6.1695	8.8687	0.000017
9.9662	6.1695	8.8687	0.000057
9.3325	6.2712	8.8687	0.000010
9.9662	6.2712	8.8687	0.000129
10.6429	6.2712	8.8687	0.000250
11.3655	6.2712	8.8687	0.000052
10.6429	6.3729	8.8687	0.000120
11.3655	6.3729	8.8687	0.000413
12.1372	6.3729	8.8687	0.000249
12.9612	6.3729	8.8687	0.000038
13.8413	6.3729	8.8687	0.000022
7.1760	6.4746	8.8687	0.000078
8.7392	6.4746	8.8687	0.000003
9.3325	6.4746	8.8687	0.000024
12.1372	6.4746	8.8687	0.000188
12.9612	6.4746	8.8687	0.000336
13.8413	6.4746	8.8687	0.000192
14.7810	6.4746	8.8687	0.000190
15.7846	6.4746	8.8687	0.000026
8.1835	6.5763	8.8687	0.000189
8.7392	6.5763	8.8687	0.000011
9.3325	6.5763	8.8687	0.000042
9.9662	6.5763	8.8687	0.000091
10.6429	6.5763	8.8687	0.000024
12.9612	6.5763	8.8687	0.000066
13.8413	6.5763	8.8687	0.000292
14.7810	6.5763	8.8687	0.000225
15.7846	6.5763	8.8687	0.000170
16.8564	6.5763	8.8687	0.000057
8.7392	6.6780	8.8687	0.000258
9.3325	6.6780	8.8687	0.000032
9.9662	6.6780	8.8687	0.000179
10.6429	6.6780	8.8687	0.000258
11.3655	6.6780	8.8687	0.000196
13.8413	6.6780	8.8687	0.000013
14.7810	6.6780	8.8687	0.000124
15.7846	6.6780	8.8687	0.000227
16.8564	6.6780	8.8687	0.000097
18.0009	6.6780	8.8687	0.000012
9.9662	6.7797	8.8687	0.000168
10.6429	6.7797	8.8687	0.000189
11.3655	6.7797	8.8687	0.000268
12.1372	6.7797	8.8687	0.000353
12.9612	6.7797	8.8687	0.000058
13.8413	6.7797	8.8687	0.000042
14.7810	6.7797	8.8687	0.000026
15.7846	6.7797	8.8687	0.000023
16.8564	6.7797	8.8687	0.000008
20.5282	6.7797	8.8687	0.000004
9.9662	6.8814	8.8687	0.000025
10.6429	6.8814	8.8687	0.000042
11.3655	6.8814	8.8687	0.000124
12.1372	6.8814	8.8687	0.000137
12.9612	6.8814	8.8687	0.000293
13.8413	6.8814	8.8687	0.000087
14.7810	6.8814	8.8687	0.000125
15.7846	6.8814	8.8687	0.000115
9.9662	6.9831	8.8687	0.000032
10.6429	6.9831	8.8687	0.000075
12.1372	6.9831	8.8687	0.000066
12.9612	6.9831	8.8687	0.000071
13.8413	6.9831	8.8687	0.000033
14.7810	6.9831	8.8687	0.000135
15.7846	6.9831	8.8687	0.000132
16.8564	6.9831	8.8687	0.000108
18.0009	6.9831	8.8687	0.000038
19.2231	6.9831	8.8687	0.000007
10.6429	7.0847	8.8687	0.000024
11.3655	7.0847	8.8687	0.000114
12.1372	7.0847	8.8687	0.000122
15.7846	7.0847	8.8687	0.000061
16.8564	7.0847	8.8687	0.000076
18.0009	7.0847	8.8687	0.000009
19.2231	7.0847	8.8687	0.000011
20.5282	7.0847	8.8687	0.000126
12.1372	7.1864	8.8687	0.000060
12.9612	7.1864	8.8687	0.000125
13.8413	7.1864	8.8687	0.000064
14.7810	7.1864	8.8687	0.000021
16.8564	7.1864	8.8687	0.000006
18.0009	7.1864	8.8687	0.000007
20.5282	7.1864	8.8687	0.001441
21.9221	7.1864	8.8687	0.000083
12.9612	7.2881	8.8687	0.000008
13.8413	7.2881	8.8687	0.000030
14.7810	7.2881	8.8687	0.000070
15.7846	7.2881	8.8687	0.000032
16.8564	7.2881	8.8687	0.000006
20.5282	7.2881	8.8687	0.000496
15.7846	7.3898	8.8687	0.000004
16.8564	7.3898	8.8687	0.000004
18.0009	7.3898	8.8687	0.000005
8.1835	6.0678	8.9697	0.000009
8.1835	6.1695	8.9697	0.000015
8.7392	6.1695	8.9697	0.000049
9.3325	6.2712	8.9697	0.000044
9.9662	6.2712	8.9697	0.000158
10.6429	6.2712	8.9697	0.000039
6.7197	6.3729	8.9697	0.000006
9.9662	6.3729	8.9697	0.000103
10.6429	6.3729	8.9697	0.000261
11.3655	6.3729	8.9697	0.000110
6.7197	6.4746	8.9697	0.000036
11.3655	6.4746	8.9697	0.000103
12.1372	6.4746	8.9697	0.000133
12.9612	6.4746	8.9697	0.000082
13.8413	6.4746	8.9697	0.000075
7.1760	6.5763	8.9697	0.000128
8.7392	6.5763	8.9697	0.000017
9.3325	6.5763	8.9697	0.000055
9.9662	6.5763	8.9697	0.000017
12.1372	6.5763	8.9697	0.000013
12.9612	6.5763	8.9697	0.000109
13.8413	6.5763	8.9697	0.000075
14.7810	6.5763	8.9697	0.000088
15.7846	6.5763	8.9697	0.000031
8.1835	6.6780	8.9697	0.000279
8.7392	6.6780	8.9697	0.000080
9.3325	6.6780	8.9697	0.000052
9.9662	6.6780	8.9697	0.000201
10.6429	6.6780	8.9697	0.000046
12.9612	6.6780	8.9697	0.000007
13.8413	6.6780	8.9697	0.000065
14.7810	6.6780	8.9697	0.000078
15.7846	6.6780	8.9697	0.000051
16.8564	6.6780	8.9697	0.000008
8.7392	6.7797	8.9697	0.000141
9.3325	6.7797	8.9697	0.000017
9.9662	6.7797	8.9697	0.000105
10.6429	6.7797	8.9697	0.000196
11.3655	6.7797	8.9697	0.000205
14.7810	6.7797	8.9697	0.000014
15.7846	6.7797	8.9697	0.000005
9.9662	6.8814	8.9697	0.000037
10.6429	6.8814	8.9697	0.000074
11.3655	6.8814	8.9697	0.000081
12.1372	6.8814	8.9697	0.000136
12.9612	6.8814	8.9697	0.000076
13.8413	6.8814	8.9697	0.000021
14.7810	6.8814	8.9697	0.000038
9.9662	6.9831	8.9697	0.000035
11.3655	6.9831	8.9697	0.000037
12.1372	6.9831	8.9697	0.000041
12.9612	6.9831	8.9697	0.000046
13.8413	6.9831	8.9697	0.000042
14.7810	6.9831	8.9697	0.000075
15.7846	6.9831	8.9697	0.000067
16.8564	6.9831	8.9697	0.000013
9.9662	7.0847	8.9697	0.000017
10.6429	7.0847	8.9697	0.000058
12.1372	7.0847	8.9697	0.000015
14.7810	7.0847	8.9697	0.000044
15.7846	7.0847	8.9697	0.000036
16.8564	7.0847	8.9697	0.000009
18.0009	7.0847	8.9697	0.000004
11.3655	7.1864	8.9697	0.000042
12.1372	7.1864	8.9697	0.000082
15.7846	7.1864	8.9697	0.000007
16.8564	7.1864	8.9697	0.000005
20.5282	7.1864	8.9697	0.000033
12.1372	7.2881	8.9697	0.000013
12.9612	7.2881	8.9697	0.000019
13.8413	7.2881	8.9697	0.000020
14.7810	7.2881	8.9697	0.000017
20.5282	7.2881	8.9697	0.000033
14.7810	7.3898	8.9697	0.000002
15.7846	7.3898	8.9697	0.000003
8.1835	6.1695	9.0707	0.000033
8.7392	6.2712	9.0707	0.000056
9.3325	6.2712	9.0707	0.000018
9.9662	6.2712	9.0707	0.000021
5.8924	6.3729	9.0707	0.000004
9.3325	6.3729	9.0707	0.000057
9.9662	6.3729	9.0707	0.000146
10.6429	6.3729	9.0707	0.000081
5.8924	6.4746	9.0707	0.000006
6.7197	6.4746	9.0707	0.000021
10.6429	6.4746	9.0707	0.000090
11.3655	6.4746	9.0707	0.000075
12.1372	6.4746	9.0707	0.000011
13.8413	6.4746	9.0707	0.000006
6.7197	6.5763	9.0707	0.000058
7.1760	6.5763	9.0707	0.000053
9.3325	6.5763	9.0707	0.000012
12.1372	6.5763	9.0707	0.000035
12.9612	6.5763	9.0707	0.000037
13.8413	6.5763	9.0707	0.000024
14.7810	6.5763	9.0707	0.000011
7.1760	6.6780	9.0707	0.000165
8.1835	6.6780	9.0707	0.000056
8.7392	6.6780	9.0707	0.000036
9.3325	6.6780	9.0707	0.000099
9.9662	6.6780	9.0707	0.000033
12.9612	6.6780	9.0707	0.000021
13.8413	6.6780	9.0707	0.000020
14.7810	6.6780	9.0707	0.000012
8.1835	6.7797	9.0707	0.000084
8.7392	6.7797	9.0707	0.000026
9.3325	6.7797	9.0707	0.000040
9.9662	6.7797	9.0707	0.000147
10.6429	6.7797	9.0707	0.000076
13.8413	6.7797	9.0707	0.000006
14.7810	6.7797	9.0707	0.000003
8.7392	6.8814	9.0707	0.000031
9.9662	6.8814	9.0707	0.000050
10.6429	6.8814	9.0707	0.000075
11.3655	6.8814	9.0707	0.000091
12.1372	6.8814	9.0707	0.000020
13.8413	6.8814	9.0707	0.000004
10.6429	6.9831	9.0707	0.000026
11.3655	6.9831	9.0707	0.000030
12.1372	6.9831	9.0707	0.000005
12.9612	6.9831	9.0707	0.000011
13.8413	6.9831	9.0707	0.000005
14.7810	6.9831	9.0707	0.000015
15.7846	6.9831	9.0707	0.000009
9.9662	7.0847	9.0707	0.000040
12.9612	7.0847	9.0707	0.000003
13.8413	7.0847	9.0707	0.000008
14.7810	7.0847	9.0707	0.000012
15.7846	7.0847	9.0707	0.000006
9.9662	7.1864	9.0707	0.000009
10.6429	7.1864	9.0707	0.000036
11.3655	7.1864	9.0707	0.000007
12.1372	7.1864	9.0707	0.000015
14.7810	7.1864	9.0707	0.000002
11.3655	7.2881	9.0707	0.000005
12.1372	7.2881	9.0707	0.000016
13.8413	7.2881	9.0707	0.000002
13.8413	7.3898	9.0707	0.000002
14.7810	7.3898	9.0707	0.000002
8.1835	6.2712	9.1717	0.000038
8.7392	6.2712	9.1717	0.000031
8.7392	6.3729	9.1717	0.000022
9.3325	6.3729	9.1717	0.000044
9.9662	6.3729	9.1717	0.000036
5.8924	6.4746	9.1717	0.000034
9.9662	6.4746	9.1717	0.000063
10.6429	6.4746	9.1717	0.000042
11.3655	6.4746	9.1717	0.000008
6.7197	6.5763	9.1717	0.000075
11.3655	6.5763	9.1717	0.000002
12.1372	6.5763	9.1717	0.000003
12.9612	6.5763	9.1717	0.000002
13.8413	6.5763	9.1717	0.000004
6.7197	6.6780	9.1717	0.000082
7.1760	6.6780	9.1717	0.000092
9.3325	6.6780	9.1717	0.000022
12.1372	6.6780	9.1717	0.000002
7.1760	6.7797	9.1717	0.000036
8.1835	6.7797	9.1717	0.000050
8.7392	6.7797	9.1717	0.000031
9.3325	6.7797	9.1717	0.000053
9.9662	6.7797	9.1717	0.000054
8.1835	6.8814	9.1717	0.000025
9.3325	6.8814	9.1717	0.000021
9.9662	6.8814	9.1717	0.000061
10.6429	6.8814	9.1717	0.000019
11.3655	6.8814	9.1717	0.000014
9.9662	6.9831	9.1717	0.000023
10.6429	6.9831	9.1717	0.000021
11.3655	6.9831	9.1717	0.000004
13.8413	6.9831	9.1717	0.000002
12.9612	7.0847	9.1717	0.000002
9.9662	7.1864	9.1717	0.000016
10.6429	7.2881	9.1717	0.000003
12.1372	7.2881	9.1717	0.000002
8.1835	6.2712	9.2727	0.000021
4.8384	6.3729	9.2727	0.000003
8.1835	6.3729	9.2727	0.000008
8.7392	6.3729	9.2727	0.000017
4.8384	6.4746	9.2727	0.000004
9.3325	6.4746	9.2727	0.000027
9.9662	6.4746	9.2727	0.000014
10.6429	6.4746	9.2727	0.000002
5.8924	6.5763	9.2727	0.000093
10.6429	6.5763	9.2727	0.000002
6.7197	6.6780	9.2727	0.000106
7.1760	6.7797	9.2727	0.000067
8.7392	6.7797	9.2727	0.000008
9.3325	6.7797	9.2727	0.000036
7.1760	6.8814	9.2727	0.000011
8.7392	6.8814	9.2727	0.000011
9.3325	6.8814	9.2727	0.000013
9.9662	6.8814	9.2727	0.000019
9.3325	6.9831	9.2727	0.000002
9.9662	6.9831	9.2727	0.000009
9.9662	7.2881	9.2727	0.000002
8.1835	6.3729	9.3737	0.000015
4.8384	6.4746	9.3737	0.000023
8.7392	6.4746	9.3737	0.000003
9.3325	6.4746	9.3737	0.000003
4.8384	6.5763	9.3737	0.000012
5.8924	6.6780	9.3737	0.000085
6.7197	6.7797	9.3737	0.000075
7.1760	6.8814	9.3737	0.000008
8.7392	6.8814	9.3737	0.000006
9.3325	6.8814	9.3737	0.000010
8.7392	6.9831	9.3737	0.000002
8.1835	6.3729	9.4747	0.000003
8.1835	6.4746	9.4747	0.000002
4.8384	6.5763	9.4747	0.000050
5.8924	6.6780	9.4747	0.000047
5.8924	6.7797	9.4747	0.000018
6.7197	6.8814	9.4747	0.000014
