NumEvt: 650009, year=1660, I0 from catalogue = 8.5
Barycenter Io:8.35
Barycenter M:6.84
Barycenter H:21.12
H[km]	Mag	Io	PDF
21.9221	6.9831	8.0606	0.001065
23.4105	6.9831	8.0606	0.001217
25.0000	6.9831	8.0606	0.000775
21.9221	7.0847	8.0606	0.000584
23.4105	7.0847	8.0606	0.000867
25.0000	7.0847	8.0606	0.001198
23.4105	7.1864	8.0606	0.000075
25.0000	7.1864	8.0606	0.000269
13.8413	6.0678	8.1616	0.000052
14.7810	6.0678	8.1616	0.000061
14.7810	6.1695	8.1616	0.000063
15.7846	6.1695	8.1616	0.000353
16.8564	6.1695	8.1616	0.000604
18.0009	6.1695	8.1616	0.000169
16.8564	6.2712	8.1616	0.000939
18.0009	6.2712	8.1616	0.001524
19.2231	6.2712	8.1616	0.001601
20.5282	6.2712	8.1616	0.000199
12.1372	6.3729	8.1616	0.000019
12.9612	6.3729	8.1616	0.000019
13.8413	6.3729	8.1616	0.000009
14.7810	6.3729	8.1616	0.000010
16.8564	6.3729	8.1616	0.000017
18.0009	6.3729	8.1616	0.000536
19.2231	6.3729	8.1616	0.003010
20.5282	6.3729	8.1616	0.002689
21.9221	6.3729	8.1616	0.002026
23.4105	6.3729	8.1616	0.000245
12.9612	6.4746	8.1616	0.000126
13.8413	6.4746	8.1616	0.000132
14.7810	6.4746	8.1616	0.000100
15.7846	6.4746	8.1616	0.000249
16.8564	6.4746	8.1616	0.000046
19.2231	6.4746	8.1616	0.000430
20.5282	6.4746	8.1616	0.002887
21.9221	6.4746	8.1616	0.005317
23.4105	6.4746	8.1616	0.004652
25.0000	6.4746	8.1616	0.001710
13.8413	6.5763	8.1616	0.000087
14.7810	6.5763	8.1616	0.000601
15.7846	6.5763	8.1616	0.000427
16.8564	6.5763	8.1616	0.000908
18.0009	6.5763	8.1616	0.000478
19.2231	6.5763	8.1616	0.000094
20.5282	6.5763	8.1616	0.000030
21.9221	6.5763	8.1616	0.001386
23.4105	6.5763	8.1616	0.004352
25.0000	6.5763	8.1616	0.004540
14.7810	6.6780	8.1616	0.000217
15.7846	6.6780	8.1616	0.000258
16.8564	6.6780	8.1616	0.000982
18.0009	6.6780	8.1616	0.002076
19.2231	6.6780	8.1616	0.001387
20.5282	6.6780	8.1616	0.000816
21.9221	6.6780	8.1616	0.000507
23.4105	6.6780	8.1616	0.000233
25.0000	6.6780	8.1616	0.000552
15.7846	6.7797	8.1616	0.000093
16.8564	6.7797	8.1616	0.000047
18.0009	6.7797	8.1616	0.000404
19.2231	6.7797	8.1616	0.001797
20.5282	6.7797	8.1616	0.002113
21.9221	6.7797	8.1616	0.002241
23.4105	6.7797	8.1616	0.004071
25.0000	6.7797	8.1616	0.000231
15.7846	6.8814	8.1616	0.000046
16.8564	6.8814	8.1616	0.000325
18.0009	6.8814	8.1616	0.000430
19.2231	6.8814	8.1616	0.000451
20.5282	6.8814	8.1616	0.000659
21.9221	6.8814	8.1616	0.002858
23.4105	6.8814	8.1616	0.011495
25.0000	6.8814	8.1616	0.016530
18.0009	6.9831	8.1616	0.000484
19.2231	6.9831	8.1616	0.000844
20.5282	6.9831	8.1616	0.000918
21.9221	6.9831	8.1616	0.000825
23.4105	6.9831	8.1616	0.002669
25.0000	6.9831	8.1616	0.014667
19.2231	7.0847	8.1616	0.000121
20.5282	7.0847	8.1616	0.000923
21.9221	7.0847	8.1616	0.001092
23.4105	7.0847	8.1616	0.001755
25.0000	7.0847	8.1616	0.001066
21.9221	7.1864	8.1616	0.000222
23.4105	7.1864	8.1616	0.000470
25.0000	7.1864	8.1616	0.000581
23.4105	7.2881	8.1616	0.000007
25.0000	7.2881	8.1616	0.000057
12.1372	6.0678	8.2626	0.000008
12.9612	6.0678	8.2626	0.000045
13.8413	6.0678	8.2626	0.000032
13.8413	6.1695	8.2626	0.000144
14.7810	6.1695	8.2626	0.000397
15.7846	6.1695	8.2626	0.000417
16.8564	6.1695	8.2626	0.000005
14.7810	6.2712	8.2626	0.000063
15.7846	6.2712	8.2626	0.000613
16.8564	6.2712	8.2626	0.001784
18.0009	6.2712	8.2626	0.000910
19.2231	6.2712	8.2626	0.000121
11.3655	6.3729	8.2626	0.000018
12.9612	6.3729	8.2626	0.000008
15.7846	6.3729	8.2626	0.000012
16.8564	6.3729	8.2626	0.000561
18.0009	6.3729	8.2626	0.002278
19.2231	6.3729	8.2626	0.002808
20.5282	6.3729	8.2626	0.001365
21.9221	6.3729	8.2626	0.000089
11.3655	6.4746	8.2626	0.000028
12.1372	6.4746	8.2626	0.000199
12.9612	6.4746	8.2626	0.000091
13.8413	6.4746	8.2626	0.000126
14.7810	6.4746	8.2626	0.000130
18.0009	6.4746	8.2626	0.000552
19.2231	6.4746	8.2626	0.002879
20.5282	6.4746	8.2626	0.003894
21.9221	6.4746	8.2626	0.003808
23.4105	6.4746	8.2626	0.001002
25.0000	6.4746	8.2626	0.000102
12.9612	6.5763	8.2626	0.000200
13.8413	6.5763	8.2626	0.000402
14.7810	6.5763	8.2626	0.000377
15.7846	6.5763	8.2626	0.000821
16.8564	6.5763	8.2626	0.000286
18.0009	6.5763	8.2626	0.000071
19.2231	6.5763	8.2626	0.000122
20.5282	6.5763	8.2626	0.001866
21.9221	6.5763	8.2626	0.004067
23.4105	6.5763	8.2626	0.005862
25.0000	6.5763	8.2626	0.002379
13.8413	6.6780	8.2626	0.000136
14.7810	6.6780	8.2626	0.000680
15.7846	6.6780	8.2626	0.000702
16.8564	6.6780	8.2626	0.001986
18.0009	6.6780	8.2626	0.001118
19.2231	6.6780	8.2626	0.000409
20.5282	6.6780	8.2626	0.000274
21.9221	6.6780	8.2626	0.000169
23.4105	6.6780	8.2626	0.001355
25.0000	6.6780	8.2626	0.002520
13.8413	6.7797	8.2626	0.000010
14.7810	6.7797	8.2626	0.000057
15.7846	6.7797	8.2626	0.000178
16.8564	6.7797	8.2626	0.000692
18.0009	6.7797	8.2626	0.001529
19.2231	6.7797	8.2626	0.002140
20.5282	6.7797	8.2626	0.001530
21.9221	6.7797	8.2626	0.002954
23.4105	6.7797	8.2626	0.000083
25.0000	6.7797	8.2626	0.000048
14.7810	6.8814	8.2626	0.000057
15.7846	6.8814	8.2626	0.000468
16.8564	6.8814	8.2626	0.000281
18.0009	6.8814	8.2626	0.000219
19.2231	6.8814	8.2626	0.001091
20.5282	6.8814	8.2626	0.001987
21.9221	6.8814	8.2626	0.008690
23.4105	6.8814	8.2626	0.016780
25.0000	6.8814	8.2626	0.004418
15.7846	6.9831	8.2626	0.000102
16.8564	6.9831	8.2626	0.000494
18.0009	6.9831	8.2626	0.000889
19.2231	6.9831	8.2626	0.000682
20.5282	6.9831	8.2626	0.000495
21.9221	6.9831	8.2626	0.002924
23.4105	6.9831	8.2626	0.019942
25.0000	6.9831	8.2626	0.034191
18.0009	7.0847	8.2626	0.000364
19.2231	7.0847	8.2626	0.000819
20.5282	7.0847	8.2626	0.001186
21.9221	7.0847	8.2626	0.001166
23.4105	7.0847	8.2626	0.000729
25.0000	7.0847	8.2626	0.009318
20.5282	7.1864	8.2626	0.000499
21.9221	7.1864	8.2626	0.000545
23.4105	7.1864	8.2626	0.001137
25.0000	7.1864	8.2626	0.000849
21.9221	7.2881	8.2626	0.000054
23.4105	7.2881	8.2626	0.000112
25.0000	7.2881	8.2626	0.000333
11.3655	6.0678	8.3636	0.000007
12.1372	6.0678	8.3636	0.000053
12.9612	6.0678	8.3636	0.000028
12.9612	6.1695	8.3636	0.000168
13.8413	6.1695	8.3636	0.000389
14.7810	6.1695	8.3636	0.000184
15.7846	6.1695	8.3636	0.000031
13.8413	6.2712	8.3636	0.000124
14.7810	6.2712	8.3636	0.000713
15.7846	6.2712	8.3636	0.001243
16.8564	6.2712	8.3636	0.000646
18.0009	6.2712	8.3636	0.000030
10.6429	6.3729	8.3636	0.000017
12.1372	6.3729	8.3636	0.000006
15.7846	6.3729	8.3636	0.000574
16.8564	6.3729	8.3636	0.002765
18.0009	6.3729	8.3636	0.002101
19.2231	6.3729	8.3636	0.000988
20.5282	6.3729	8.3636	0.000130
10.6429	6.4746	8.3636	0.000025
11.3655	6.4746	8.3636	0.000162
12.1372	6.4746	8.3636	0.000023
12.9612	6.4746	8.3636	0.000121
13.8413	6.4746	8.3636	0.000065
16.8564	6.4746	8.3636	0.000326
18.0009	6.4746	8.3636	0.002563
19.2231	6.4746	8.3636	0.003058
20.5282	6.4746	8.3636	0.002262
21.9221	6.4746	8.3636	0.000804
12.1372	6.5763	8.3636	0.000324
12.9612	6.5763	8.3636	0.000356
13.8413	6.5763	8.3636	0.000479
14.7810	6.5763	8.3636	0.000526
15.7846	6.5763	8.3636	0.000118
16.8564	6.5763	8.3636	0.000033
18.0009	6.5763	8.3636	0.000176
19.2231	6.5763	8.3636	0.001776
20.5282	6.5763	8.3636	0.003027
21.9221	6.5763	8.3636	0.004029
23.4105	6.5763	8.3636	0.001265
25.0000	6.5763	8.3636	0.000148
12.9612	6.6780	8.3636	0.000284
13.8413	6.6780	8.3636	0.000446
14.7810	6.6780	8.3636	0.000850
15.7846	6.6780	8.3636	0.001791
16.8564	6.6780	8.3636	0.000989
18.0009	6.6780	8.3636	0.000359
19.2231	6.6780	8.3636	0.000134
20.5282	6.6780	8.3636	0.000289
21.9221	6.6780	8.3636	0.001551
23.4105	6.6780	8.3636	0.003522
25.0000	6.6780	8.3636	0.002324
12.9612	6.7797	8.3636	0.000021
13.8413	6.7797	8.3636	0.000037
14.7810	6.7797	8.3636	0.000348
15.7846	6.7797	8.3636	0.000375
16.8564	6.7797	8.3636	0.001951
18.0009	6.7797	8.3636	0.001679
19.2231	6.7797	8.3636	0.000931
20.5282	6.7797	8.3636	0.001592
21.9221	6.7797	8.3636	0.000263
23.4105	6.7797	8.3636	0.000097
25.0000	6.7797	8.3636	0.000267
13.8413	6.8814	8.3636	0.000074
14.7810	6.8814	8.3636	0.000284
15.7846	6.8814	8.3636	0.000187
16.8564	6.8814	8.3636	0.000516
18.0009	6.8814	8.3636	0.000760
19.2231	6.8814	8.3636	0.001896
20.5282	6.8814	8.3636	0.003479
21.9221	6.8814	8.3636	0.011569
23.4105	6.8814	8.3636	0.002393
15.7846	6.9831	8.3636	0.000655
16.8564	6.9831	8.3636	0.000624
18.0009	6.9831	8.3636	0.000235
19.2231	6.9831	8.3636	0.000420
20.5282	6.9831	8.3636	0.001058
21.9221	6.9831	8.3636	0.014340
23.4105	6.9831	8.3636	0.031629
25.0000	6.9831	8.3636	0.007682
16.8564	7.0847	8.3636	0.000427
18.0009	7.0847	8.3636	0.000803
19.2231	7.0847	8.3636	0.000810
20.5282	7.0847	8.3636	0.000422
21.9221	7.0847	8.3636	0.000410
23.4105	7.0847	8.3636	0.017194
25.0000	7.0847	8.3636	0.032823
18.0009	7.1864	8.3636	0.000119
19.2231	7.1864	8.3636	0.000499
20.5282	7.1864	8.3636	0.000597
21.9221	7.1864	8.3636	0.000928
23.4105	7.1864	8.3636	0.000463
25.0000	7.1864	8.3636	0.005326
20.5282	7.2881	8.3636	0.000065
21.9221	7.2881	8.3636	0.000147
23.4105	7.2881	8.3636	0.000697
25.0000	7.2881	8.3636	0.000579
25.0000	7.3898	8.3636	0.000030
10.6429	6.0678	8.4646	0.000005
11.3655	6.0678	8.4646	0.000043
11.3655	6.1695	8.4646	0.000008
12.1372	6.1695	8.4646	0.000227
12.9612	6.1695	8.4646	0.000297
13.8413	6.1695	8.4646	0.000035
12.9612	6.2712	8.4646	0.000214
13.8413	6.2712	8.4646	0.000844
14.7810	6.2712	8.4646	0.000831
15.7846	6.2712	8.4646	0.000398
16.8564	6.2712	8.4646	0.000022
9.9662	6.3729	8.4646	0.000015
11.3655	6.3729	8.4646	0.000005
13.8413	6.3729	8.4646	0.000032
14.7810	6.3729	8.4646	0.000534
15.7846	6.3729	8.4646	0.001937
16.8564	6.3729	8.4646	0.001422
18.0009	6.3729	8.4646	0.000574
9.9662	6.4746	8.4646	0.000053
10.6429	6.4746	8.4646	0.000149
11.3655	6.4746	8.4646	0.000026
12.1372	6.4746	8.4646	0.000111
12.9612	6.4746	8.4646	0.000028
15.7846	6.4746	8.4646	0.000442
16.8564	6.4746	8.4646	0.001700
18.0009	6.4746	8.4646	0.002136
19.2231	6.4746	8.4646	0.001336
20.5282	6.4746	8.4646	0.000534
10.6429	6.5763	8.4646	0.000080
11.3655	6.5763	8.4646	0.000439
12.1372	6.5763	8.4646	0.000221
12.9612	6.5763	8.4646	0.000465
13.8413	6.5763	8.4646	0.000250
14.7810	6.5763	8.4646	0.000024
15.7846	6.5763	8.4646	0.000025
16.8564	6.5763	8.4646	0.000056
18.0009	6.5763	8.4646	0.001651
19.2231	6.5763	8.4646	0.002106
20.5282	6.5763	8.4646	0.001921
21.9221	6.5763	8.4646	0.000792
23.4105	6.5763	8.4646	0.000069
12.1372	6.6780	8.4646	0.000435
12.9612	6.6780	8.4646	0.000501
13.8413	6.6780	8.4646	0.000924
14.7810	6.6780	8.4646	0.001207
15.7846	6.6780	8.4646	0.000536
16.8564	6.6780	8.4646	0.000171
18.0009	6.6780	8.4646	0.000050
19.2231	6.6780	8.4646	0.000401
20.5282	6.6780	8.4646	0.001219
21.9221	6.6780	8.4646	0.002490
23.4105	6.6780	8.4646	0.001664
25.0000	6.6780	8.4646	0.000289
11.3655	6.7797	8.4646	0.000005
12.1372	6.7797	8.4646	0.000030
12.9612	6.7797	8.4646	0.000018
13.8413	6.7797	8.4646	0.000291
14.7810	6.7797	8.4646	0.000459
15.7846	6.7797	8.4646	0.001458
16.8564	6.7797	8.4646	0.001418
18.0009	6.7797	8.4646	0.000715
19.2231	6.7797	8.4646	0.000516
20.5282	6.7797	8.4646	0.000127
21.9221	6.7797	8.4646	0.000138
23.4105	6.7797	8.4646	0.000527
25.0000	6.7797	8.4646	0.000778
12.9612	6.8814	8.4646	0.000113
13.8413	6.8814	8.4646	0.000168
14.7810	6.8814	8.4646	0.000134
15.7846	6.8814	8.4646	0.000225
16.8564	6.8814	8.4646	0.001025
18.0009	6.8814	8.4646	0.001335
19.2231	6.8814	8.4646	0.000997
20.5282	6.8814	8.4646	0.004909
21.9221	6.8814	8.4646	0.002306
13.8413	6.9831	8.4646	0.000066
14.7810	6.9831	8.4646	0.000629
15.7846	6.9831	8.4646	0.000448
16.8564	6.9831	8.4646	0.000178
18.0009	6.9831	8.4646	0.000168
19.2231	6.9831	8.4646	0.000963
20.5282	6.9831	8.4646	0.004849
21.9221	6.9831	8.4646	0.022156
23.4105	6.9831	8.4646	0.005871
25.0000	6.9831	8.4646	0.000018
15.7846	7.0847	8.4646	0.000719
16.8564	7.0847	8.4646	0.000644
18.0009	7.0847	8.4646	0.000287
19.2231	7.0847	8.4646	0.000189
20.5282	7.0847	8.4646	0.000151
21.9221	7.0847	8.4646	0.012406
23.4105	7.0847	8.4646	0.031097
25.0000	7.0847	8.4646	0.012629
16.8564	7.1864	8.4646	0.000190
18.0009	7.1864	8.4646	0.000456
19.2231	7.1864	8.4646	0.000490
20.5282	7.1864	8.4646	0.000323
21.9221	7.1864	8.4646	0.000115
23.4105	7.1864	8.4646	0.008601
25.0000	7.1864	8.4646	0.014208
18.0009	7.2881	8.4646	0.000018
19.2231	7.2881	8.4646	0.000077
20.5282	7.2881	8.4646	0.000246
21.9221	7.2881	8.4646	0.000546
23.4105	7.2881	8.4646	0.000355
25.0000	7.2881	8.4646	0.000025
23.4105	7.3898	8.4646	0.000108
25.0000	7.3898	8.4646	0.000114
9.9662	6.0678	8.5657	0.000004
10.6429	6.0678	8.5657	0.000033
10.6429	6.1695	8.5657	0.000006
11.3655	6.1695	8.5657	0.000173
12.1372	6.1695	8.5657	0.000151
12.9612	6.1695	8.5657	0.000015
13.8413	6.1695	8.5657	0.000001
12.1372	6.2712	8.5657	0.000263
12.9612	6.2712	8.5657	0.000734
13.8413	6.2712	8.5657	0.000461
14.7810	6.2712	8.5657	0.000101
15.7846	6.2712	8.5657	0.000015
8.7392	6.3729	8.5657	0.000012
10.6429	6.3729	8.5657	0.000003
12.9612	6.3729	8.5657	0.000114
13.8413	6.3729	8.5657	0.000738
14.7810	6.3729	8.5657	0.001259
15.7846	6.3729	8.5657	0.001127
16.8564	6.3729	8.5657	0.000238
8.7392	6.4746	8.5657	0.000018
9.9662	6.4746	8.5657	0.000099
10.6429	6.4746	8.5657	0.000026
11.3655	6.4746	8.5657	0.000078
14.7810	6.4746	8.5657	0.000248
15.7846	6.4746	8.5657	0.001556
16.8564	6.4746	8.5657	0.001545
18.0009	6.4746	8.5657	0.000975
19.2231	6.4746	8.5657	0.000282
9.9662	6.5763	8.5657	0.000070
10.6429	6.5763	8.5657	0.000323
11.3655	6.5763	8.5657	0.000065
12.1372	6.5763	8.5657	0.000325
12.9612	6.5763	8.5657	0.000167
13.8413	6.5763	8.5657	0.000007
14.7810	6.5763	8.5657	0.000010
15.7846	6.5763	8.5657	0.000188
16.8564	6.5763	8.5657	0.000855
18.0009	6.5763	8.5657	0.001527
19.2231	6.5763	8.5657	0.000737
20.5282	6.5763	8.5657	0.000418
21.9221	6.5763	8.5657	0.000026
11.3655	6.6780	8.5657	0.000413
12.1372	6.6780	8.5657	0.000356
12.9612	6.6780	8.5657	0.000838
13.8413	6.6780	8.5657	0.000767
14.7810	6.6780	8.5657	0.000155
15.7846	6.6780	8.5657	0.000122
16.8564	6.6780	8.5657	0.000021
18.0009	6.6780	8.5657	0.000457
19.2231	6.6780	8.5657	0.000811
20.5282	6.6780	8.5657	0.001084
21.9221	6.6780	8.5657	0.000932
23.4105	6.6780	8.5657	0.000071
10.6429	6.7797	8.5657	0.000003
11.3655	6.7797	8.5657	0.000017
12.1372	6.7797	8.5657	0.000091
12.9612	6.7797	8.5657	0.000393
13.8413	6.7797	8.5657	0.000605
14.7810	6.7797	8.5657	0.001217
15.7846	6.7797	8.5657	0.000846
16.8564	6.7797	8.5657	0.000512
18.0009	6.7797	8.5657	0.000264
19.2231	6.7797	8.5657	0.000072
20.5282	6.7797	8.5657	0.000079
21.9221	6.7797	8.5657	0.000433
23.4105	6.7797	8.5657	0.000655
25.0000	6.7797	8.5657	0.000119
11.3655	6.8814	8.5657	0.000014
12.1372	6.8814	8.5657	0.000135
12.9612	6.8814	8.5657	0.000074
13.8413	6.8814	8.5657	0.000137
14.7810	6.8814	8.5657	0.000297
